id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il,valore_mercato
6428,495722.0,Associazione Sportiva Roma,Devis,Vásquez,1998-05-12,2027-06-30,,2026-09-13 22:24:51.814891+00:00,1500000.0
6429,942004.0,Associazione Sportiva Roma,Giorgio,De Marzi,2007-04-18,2027-06-30,,2026-09-13 22:24:51.814891+00:00,100000.0
6430,575998.0,Associazione Sportiva Roma,Leonardo,Balerdi,1999-01-26,2027-06-30,,2026-09-13 22:24:51.814891+00:00,18000000.0
6431,338670.0,Associazione Sportiva Roma,Mile,Svilar,1999-08-27,2030-06-30,,2026-09-13 22:24:51.814891+00:00,35000000.0
6432,371149.0,Associazione Sportiva Roma,Evan,Ndicka,1999-08-20,2028-06-30,,2026-09-13 22:24:51.814891+00:00,35000000.0
6433,244192.0,Associazione Sportiva Roma,Pierluigi,Gollini,1995-03-18,2027-06-30,,2026-09-13 22:24:51.814891+00:00,800000.0
6434,281769.0,Associazione Sportiva Roma,Mario,Hermoso,1995-06-18,2027-06-30,,2026-09-13 22:24:51.814891+00:00,7000000.0
6435,256448.0,Associazione Sportiva Roma,Gianluca,Mancini,1996-04-17,2029-06-30,,2026-09-13 22:24:51.814891+00:00,15000000.0
6436,485584.0,Associazione Sportiva Roma,Anass,Salah-Eddine,2002-01-18,2028-06-30,,2026-09-13 22:24:51.814891+00:00,12000000.0
6437,669380.0,Associazione Sportiva Roma,Konstantinos,Koulierakis,2003-11-28,2031-06-30,,2026-09-13 22:24:51.814891+00:00,25000000.0
6438,701819.0,Associazione Sportiva Roma,Daniele,Ghilardi,2003-01-06,2030-06-30,,2026-09-13 22:24:51.814891+00:00,18000000.0
6439,1175298.0,Associazione Sportiva Roma,Emanuele,Lulli,2007-08-17,2027-06-30,,2026-09-13 22:24:51.814891+00:00,500000.0
6440,199248.0,Associazione Sportiva Roma,Bryan,Cristante,1995-03-03,2028-06-30,,2026-09-13 22:24:51.814891+00:00,7000000.0
6441,964580.0,Associazione Sportiva Roma,,Wesley,2003-09-06,2030-06-30,,2026-09-13 22:24:51.814891+00:00,40000000.0
6442,624690.0,Associazione Sportiva Roma,Manu,Koné,2001-05-17,2029-06-30,,2026-09-13 22:24:51.814891+00:00,50000000.0
6443,133179.0,Associazione Sportiva Roma,Marten,de Roon,1991-03-29,2028-06-30,,2026-09-13 22:24:51.814891+00:00,3200000.0
6444,424042.0,Associazione Sportiva Roma,Nahuel,Molina,1998-04-06,2030-06-30,,2026-09-13 22:24:51.814891+00:00,15000000.0
6445,557407.0,Associazione Sportiva Roma,Devyne,Rensch,2003-01-18,2029-06-30,,2026-09-13 22:24:51.814891+00:00,8500000.0
6446,286297.0,Associazione Sportiva Roma,Lorenzo,Pellegrini,1996-06-19,2027-06-30,,2026-09-13 22:24:51.814891+00:00,8000000.0
6447,813137.0,Associazione Sportiva Roma,Niccolò,Pisilli,2004-09-23,2029-06-30,,2026-09-13 22:24:51.814891+00:00,30000000.0
6448,957653.0,Associazione Sportiva Roma,Rodrigo,Mora,2007-05-05,2031-06-30,,2026-09-13 22:24:51.814891+00:00,38000000.0
6449,668951.0,Associazione Sportiva Roma,Matías,Soulé,2003-04-15,2029-06-30,,2026-09-13 22:24:51.814891+00:00,35000000.0
6450,206050.0,Associazione Sportiva Roma,Paulo,Dybala,1993-11-15,2027-06-30,,2026-09-13 22:24:51.814891+00:00,5000000.0
6451,326029.0,Associazione Sportiva Roma,Donyell,Malen,1999-01-19,2030-06-30,,2026-09-13 22:24:51.814891+00:00,45000000.0
6452,849520.0,Associazione Sportiva Roma,Santiago,Castro,2004-09-18,2031-06-30,,2026-09-13 22:24:51.814891+00:00,32000000.0
6453,992569.0,Bologna Football Club 1909,Massimo,Pessina,2007-12-25,2029-06-30,,2026-09-13 22:24:51.814891+00:00,3500000.0
